x,y,Erro y
12.0696915464786,0.477082010830556,0.3
13.2024423623539,0.56237225650401,0.4
17.2133908832509,0.209622940569254,0.15
27.8081903358248,0.078136459799893,0.05
30.2916096431203,0.077223863768799,0.04
31.0127381829666,0.117877480964954,0.035
31.9738919886304,0.081895972344625,0.07
33.713022423413,0.081895972344625,0.04
34.8868301926519,0.076321926417635,0.045
35.6953363511949,0.077223863768799,0.04
37.0091588588273,0.085836372718292,0.05
